town,ward,precinct,office,district,party,candidate,votes
Dover,,,U.S. Senate,,Libertarian,Blank Votes,0
Colrain,,,U.S. Senate,,Libertarian,All Others,0
W. Stockbridge,,,U.S. Senate,,Republican,Blank Votes,10
Tewksbury,,,U.S. Senate,,Libertarian,Total Votes Cast,8
Ayer,,,Governor's Council,3rd,Democratic,Blank Votes,92
Westminster,,,State Senate,Worcester and Middlesex,Democratic,All Others,1
Georgetown,,,Governor's Council,5th,Democratic,Total Votes Cast,127
Milton,,,U.S. Senate,,Libertarian,All Others,0
Middleton,,,U.S. Senate,,Libertarian,Carla A. Howell,1
Leverett,,,State House,1st Franklin,Democratic,Blank Votes,1
Stow,,,U.S. Senate,,Democratic,Total Votes Cast,174
Fairhaven,,,State House,10th Bristol,Republican,Anthony Kandel,101
Lynnfield,,,State House,9th Essex,Democratic,Blank Votes,8
Hopkinton,,,Governor's Council,2nd,Democratic,Terence J. O'Malley,165
Phillipston,,,U.S. House,1st,Republican,Blank Votes,2
Shutesbury,,,State Senate,Hampshire and Franklin,Libertarian,All Others,0
Milford,,,State House,10th Worcester,Democratic,All Others,30
W. Bridgewater,,,State Senate,"Norfolk, Bristol and Plymouth",Republican,Blank Votes,31
Holden,,,U.S. House,3rd,Democratic,All Others,2
Hatfield,,,U.S. House,1st,Republican,Total Votes Cast,13
Lowell,,,U.S. Senate,,Republican,Total Votes Cast,499
Gosnold,,,State House,"Barnstable, Dukes and Nantucket",Democratic,All Others,0
W. Tisbury,,,State Senate,Cape and Islands,Republican,Blank Votes,2
TOTALS,,,State Senate,4th Middlesex,Libertarian,All Others,0
Dighton,,,Governor's Council,1st,Democratic,Total Votes Cast,251
Hamilton,,,U.S. Senate,,Democratic,Blank Votes,23
Woburn,,,U.S. Senate,,Republican,Blank Votes,59
Cambridge,,,U.S. Senate,,Libertarian,Carla A. Howell,4
Otis,,,Governor's Council,8th,Democratic,Edward M. O'Brien,14
Natick,,,State Senate,"Norfolk, Bristol and Middlesex",Republican,Earl Henry Sholley,50
New Braintree,,,State Senate,"Worcester, Hampden, Hampshire and Franklin",Democratic,Stephen M. Brewer,63
Dartmouth,,,State Senate,2nd Bristol,Democratic,Blank Votes,209
Agawam,,,Governor's Council,8th,Democratic,Total Votes Cast,306
Mansfield,,,State House,1st Bristol,Democratic,Total Votes Cast,280
Somerset,,,State House,5th Bristol,Democratic,Total Votes Cast,4162
Montgomery,,,State Senate,2nd Hampden and Hampshire,Republican,Michael R. Knapik,22
Harwich,,,State Senate,Cape and Islands,Democratic,All Others,0
TOTALS,,,U.S. House,6th,Republican,Frederick T. Golder,2574
TOTALS,,,State House,20th Middlesex,Democratic,James R. Miceli,2586
Plympton,,,State House,12th Plymouth,Democratic,Total Votes Cast,100
Hadley,,,State House,2nd Hampshire,Democratic,Nancy Flavin,45
N. Attleborough,,,U.S. Senate,,Libertarian,All Others,0
Grafton,,,U.S. Senate,,Libertarian,Carla A. Howell,5
Charlemont,,,Governor's Council,8th,Republican,Marshall T. Moriarty,13
Worthington,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",Democratic,All Others,0
Montague,,,U.S. House,1st,Republican,Total Votes Cast,54
Fall River,,,U.S. House,4th,Republican,Martin D. Travis,198
Rockland,,,Governor's Council,4th,Democratic,Total Votes Cast,505
Concord,,,State Senate,5th Middlesex,Republican,Blank Votes,22
Huntington,,,Governor's Council,8th,Democratic,Blank Votes,3
W. Boylston,,,State House,12th Worcester,Republican,All Others,0
Rowley,,,U.S. House,6th,Democratic,All Others,0
Chesterfield,,,U.S. House,1st,Republican,Total Votes Cast,9
Carver,,,State Senate,1st Plymouth and Bristol,Democratic,Blank Votes,63
Bridgewater,,,U.S. House,4th,Republican,Martin D. Travis,159
Maynard,,,State Senate,Middlesex and Worcester,Libertarian,All Others,0
Essex,,,State House,5th Essex,Democratic,Blank Votes,12
Medfield,,,U.S. Senate,,Libertarian,Total Votes Cast,4
Revere,,,State House,1st Suffolk,Democratic,Blank Votes,10
N. Andover,,,U.S. Senate,,Republican,Blank Votes,82
Wendell,,,U.S. House,1st,Democratic,All Others,0
Monson,,,U.S. Senate,,Libertarian,All Others,0
Billerica,,,Governor's Council,6th,Democratic,All Others,5
Cambridge,,,State Senate,Middlesex and Suffolk,Democratic,All Others,1
Washington,,,U.S. Senate,,Democratic,Edward M. Kennedy,12
Winchendon,,,State House,1st Worcester,Democratic,All Others,0
Sutton,,,U.S. Senate,,Democratic,Blank Votes,65
Seekonk,,,State House,4th Bristol,Democratic,Total Votes Cast,112
Blandford,,,U.S. House,1st,Democratic,Total Votes Cast,22
Nahant,,,Governor's Council,5th,Democratic,Mary-Ellen Manning,124
Tewksbury,,,U.S. Senate,,Republican,"Jack E. Robinson, III",237
Alford,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",Democratic,"Andrea F. Nuciforo, Jr.",14
Norwell,,,U.S. Senate,,Libertarian,Carla A. Howell,3
Amherst,,,U.S. Senate,,Democratic,Total Votes Cast,313
Easton,,,U.S. Senate,,Republican,All Others,4
Newburyport,,,U.S. Senate,,Republican,All Others,11
Worthington,,,Governor's Council,8th,Republican,Blank Votes,2
Medway,,,U.S. Senate,,Libertarian,Carla A. Howell,1
Fall River,,,Governor's Council,1st,Democratic,John Thomas Saunders,2082
Westport,,,Governor's Council,1st,Democratic,Carole A. Fiola,874
Agawam,,,Governor's Council,8th,Republican,All Others,0
Merrimac,,,State Senate,3rd Essex,Democratic,James P. Jajuga,123
Blandford,,,Governor's Council,8th,Democratic,Edward M. O'Brien,17
Brockton,,,State House,10th Plymouth,Republican,Richard J. Curran,200
Plymouth,,,U.S. Senate,,Democratic,All Others,29
Sudbury,,,U.S. Senate,,Democratic,All Others,8
Salisbury,,,U.S. House,6th,Republican,Total Votes Cast,127
Otis,,,U.S. House,1st,Republican,All Others,0
Acushnet,,,U.S. House,4th,Libertarian,All Others,0
Seekonk,,,U.S. Senate,,Democratic,Blank Votes,15
Southborough,,,U.S. Senate,,Libertarian,All Others,0
TOTALS,,,U.S. House,3rd,Democratic,James P. McGovern,36705
Ashland,,,U.S. House,5th,Democratic,Martin T. Mechan,121
TOTALS,,,State House,2nd Berkshire,Republican,All Others,0
Cambridge,,,U.S. House,8th,Democratic,All Others,21
Norton,,,U.S. Senate,,Libertarian,Total Votes Cast,9
TOTALS,,,State Senate,Middlesex and Worcester,Democratic,Blank Votes,898
Granville,,,U.S. Senate,,Democratic,Total Votes Cast,13
Lynn,,,U.S. House,6th,Democratic,Blank Votes,690
Rochester,,,State Senate,1st Plymouth and Bristol,Democratic,Total Votes Cast,110
Phillipston,,,State Senate,"Worcester, Hampden, Hampshire and Franklin",Democratic,Stephen M. Brewer,26
Acton,,,U.S. Senate,,Republican,Blank Votes,35
TOTALS,,,State House,11th Bristol,Democratic,Blank Votes,545
Salisbury,,,State House,1st Essex,Republican,All Others,0
Pembroke,,,State House,6th Plymouth,Democratic,Total Votes Cast,471
Tolland,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",Democratic,All Others,0
TOTALS,,,State House,7th Hampden,Democratic,Thomas M. Petrolati,1184
Beverly,,,Governor's Council,5th,Democratic,Mary-Ellen Manning,1421
Dover,,,Governor's Council,2nd,Democratic,Kelly Tinility,47
Fitchburg,,,State House,3rd Worcester,,Total Votes Cast,906
Rutland,,,State Senate,"Worcester, Hampden, Hampshire and Franklin",Democratic,Blank Votes,90
Yarmouth,,,State House,1st Barnstable,Republican,Total Votes Cast,384
Holland,,,U.S. Senate,,Republican,Blank Votes,4
Hatfield,,,U.S. Senate,,Democratic,All Others,1
Lynn,,,U.S. Senate,,Republican,Total Votes Cast,594
Eastham,,,Governor's Council,1st,Democratic,Carole A. Fiola,59
Hopedale,,,U.S. Senate,,Republican,"Jack E. Robinson, III",35
Cambridge,,,State Senate,Suffolk and Middlesex,Democratic,Robert E. Travaglini,1065
Bourne,,,U.S. Senate,,Libertarian,Total Votes Cast,1
Nahant,,,Governor's Council,5th,Democratic,Blank Votes,50
Monterey,,,U.S. House,1st,Republican,Blank Votes,0
W. Tisbury,,,State Senate,Cape and Islands,Democratic,Total Votes Cast,96
Chicopee,,,State House,6th Hampden,Democratic,Blank Votes,9
Dracut,,,State Senate,2nd Essex and Middlesex,Democratic,Total Votes Cast,1327
Acushnet,,,Governor's Council,1st,Democratic,Blank Votes,20
TOTALS,,,U.S. House,5th,Democratic,Blank Votes,2241
Brockton,,,U.S. House,9th,Democratic,Blank Votes,425
Shelburne,,,State House,2nd Berkshire,Republican,Shaun P. Kelly,22
Franklin,,,U.S. Senate,,Libertarian,All Others,0
TOTALS,,,State Senate,1st Plymouth and Bristol,Republican,Blank Votes,487
Boston,,,U.S. House,9th,Republican,Blank Votes,194
TOTALS,,,State House,15th Norfolk,Democratic,Total Votes Cast,4939
Natick,,,Governor's Council,2nd,Democratic,Kelly Tinility,399
Plymouth,,,State House,12th Plymouth,Democratic,Blank Votes,61
Fall River,,,Governor's Council,1st,Democratic,Blank Votes,1223
TOTALS,,,State House,2nd Hampshire,Democratic,All Others,1
Conway,,,U.S. Senate,,Democratic,Blank Votes,3
Weymouth,,,U.S. House,10th,Republican,Blank Votes,384
Chelsea,,,State House,2nd Suffolk,Democratic,All Others,1
Cummington,,,State House,2nd Berkshire,Republican,Shaun P. Kelly,15
Alford,,,U.S. Senate,,Republican,"Jack E. Robinson, III",5
Swampscott,,,Governor's Council,5th,Democratic,All Others,3
W. Boylston,,,U.S. House,3rd,Democratic,Blank Votes,214
Pittsfield,,,Governor's Council,8th,Republican,All Others,0
Beverly,,,U.S. Senate,,Democratic,Edward M. Kennedy,2319
TOTALS,,,State House,10th Worcester,Democratic,Blank Votes,191
Otis,,,Governor's Council,8th,Democratic,Blank Votes,3
Somerville,,,State Senate,2nd Middlesex,Democratic,All Others,62
Upton,,,U.S. House,3rd,Democratic,Total Votes Cast,91
Wellfleet,,,Governor's Council,1st,Democratic,John Thomas Saunders,18
Oxford,,,State House,6th Worcester,Republican,Jerry J. Jachimczyk,42
Belmont,,,State Senate,Middlesex and Suffolk,,Total Votes Cast,1224
Chelsea,,,U.S. House,8th,Democratic,Total Votes Cast,856
Somerset,,,State House,5th Bristol,Republican,All Others,3
TOTALS,,,State Senate,2nd Essex and Middlesex,Democratic,Susan C. Tucker,5867
Rowe,,,U.S. House,1st,Democratic,Blank Votes,3
Brockton,,,State House,11th Plymouth,Democratic,Blank Votes,189
Dunstable,,,State Senate,1st Middlesex,Democratic,Total Votes Cast,105
Hull,,,State Senate,Plymouth and Norfolk,Republican,All Others,0
W. Boylston,,,State House,12th Worcester,Republican,Blank Votes,10
Raynham,,,U.S. House,4th,Libertarian,Blank Votes,1
Lanesborough,,,State House,2nd Berkshire,Republican,Blank Votes,1
W. Bridgewater,,,State House,10th Plymouth,Republican,Total Votes Cast,179
Holyoke,,,Governor's Council,8th,Democratic,Blank Votes,2087
Boxford,,,U.S. House,6th,Democratic,John F. Tierney,90
E. Longmeadow,,,State House,2nd Hampden,Republican,Total Votes Cast,110
Hudson,,,U.S. Senate,,Libertarian,Carla A. Howell,5
N. Brookfield,,,State House,5th Worcester,Republican,All Others,0
TOTALS,,,State Senate,3rd Middlesex,Republican,All Others,8
New Marlborough,,,U.S. House,1st,Democratic,John W. Olver,8
Leyden,,,Governor's Council,8th,Republican,Marshall T. Moriarty,4
Easton,,,Governor's Council,2nd,Democratic,Kelly Tinility,140
Falmouth,,,U.S. Senate,,Libertarian,Blank Votes,1
Ware,,,U.S. House,2nd,Democratic,Joseph R. Fountain,14
Cambridge,,,Governor's Council,6th,Democratic,Michael J. Callahan,2085
TOTALS,,,State House,30th Middlesex,Libertarian,Total Votes Cast,14
Needham,,,U.S. Senate,,Republican,Total Votes Cast,509
Rockport,,,Governor's Council,5th,Democratic,Blank Votes,23
Pelham,,,U.S. Senate,,Democratic,Total Votes Cast,28
TOTALS,,,State House,32nd Middlesex,Democratic,Blank Votes,460
Brewster,,,State Senate,Cape and Islands,Republican,Blank Votes,27
Hingham,,,State Senate,Plymouth and Norfolk,Republican,All Others,8
Manchester-by-the-Sea,,,U.S. House,6th,Democratic,All Others,0
Deerfield,,,State Senate,Hampshire and Franklin,Democratic,Blank Votes,1
Walpole,,,State Senate,"Norfolk, Bristol and Plymouth",Democratic,Total Votes Cast,841
Peru,,,U.S. Senate,,Democratic,Edward M. Kennedy,4
TOTALS,,,State Senate,Plymouth and Barnstable,Democratic,Blank Votes,1242
Stow,,,U.S. Senate,,Republican,Total Votes Cast,57
Cambridge,,,State Senate,Suffolk and Middlesex,Republican,All Others,1
TOTALS,,,State House,5th Worcester,Republican,David H. Tuttle,384
Stoneham,,,State Senate,3rd Middlesex,Democratic,All Others,6
Wenham,,,U.S. House,6th,Republican,Frederick T. Golder,48
TOTALS,,,State House,4th Suffolk,Democratic,Total Votes Cast,1950
Lowell,,,Governor's Council,3rd,Democratic,Manlyn Petitto M. Devaney,2262
Carver,,,U.S. Senate,,Republican,Total Votes Cast,314
Charlemont,,,Governor's Council,8th,Democratic,Edward M. O'Brien,8
Oakham,,,State Senate,"Worcester, Hampden, Hampshire and Franklin",Democratic,Blank Votes,7
Tewksbury,,,U.S. Senate,,Libertarian,Blank Votes,0
Shutesbury,,,State House,3rd Hampshire,Democratic,Ellen S. Story,45
Swampscott,,,State Senate,1st Essex,Democratic,Total Votes Cast,1126
Franklin,,,U.S. Senate,,Libertarian,Carla A. Howell,8
Clarksburg,,,U.S. House,1st,Republican,Total Votes Cast,13
Littleton,,,State House,2nd Middlesex,Democratic,Total Votes Cast,177
Sudbury,,,Governor's Council,3rd,Democratic,Blank Votes,189
Peru,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",Democratic,Total Votes Cast,4
Tewksbury,,,U.S. Senate,,Republican,Blank Votes,100
Stockbridge,,,U.S. Senate,,Republican,Blank Votes,5
Wayland,,,U.S. Senate,,Libertarian,Blank Votes,0
Mansfield,,,U.S. House,4th,Republican,All Others,2
Heath,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",Democratic,"Andrea F. Nuciforo, Jr.",18
Watertown,,,State House,32nd Middlesex,Democratic,Total Votes Cast,2014
E. Longmeadow,,,U.S. House,2nd,Democratic,All Others,0
TOTALS,,,State House,2nd Norfolk,Democratic,Blank Votes,660
Raynham,,,U.S. House,4th,Republican,All Others,0
Danvers,,,U.S. House,6th,Democratic,John F. Tierney,592
TOTALS,,,Governor's Council,1st,Democratic,Blank Votes,6563
Lynnfield,,,State House,22nd Middlesex,Republican,Brian M. Cresta,292
TOTALS,,,State House,34th Middlesex,Republican,All Others,7
Lawrence,,,State House,14th Essex,,All Others,0
Webster,,,U.S. Senate,,Democratic,Total Votes Cast,414
Walpole,,,State Senate,"Norfolk, Bristol and Plymouth",Republican,All Others,2
Georgetown,,,State House,4th Essex,Libertarian,Blank Votes,2
W. Newbury,,,U.S. House,6th,Republican,Paul McCarthy,52
Wellfleet,,,U.S. Senate,,Libertarian,Blank Votes,0
Upton,,,U.S. Senate,,Democratic,Total Votes Cast,91
Dunstable,,,State House,39th Middlesex,Democratic,Total Votes Cast,105
Marlborough,,,U.S. Senate,,Libertarian,Total Votes Cast,10
TOTALS,,,State Senate,1st Hampden and Hampshire,Republican,All Others,7
W. Springfield,,,State House,6th Hampden,Democratic,Stephen J. Buoniconti,403
Boston,,,State House,9th Suffolk,,Blank Votes,0
Granville,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",Democratic,Total Votes Cast,13
TOTALS,,,State House,10th Norfolk,Democratic,Blank Votes,140
Taunton,,,U.S. House,9th,Democratic,Blank Votes,215
Westfield,,,U.S. Senate,,Libertarian,Carla A. Howell,2
Chelmsford,,,State Senate,5th Middlesex,Republican,Andrew B. Pryor,357
Manchester-by-the-Sea,,,U.S. House,6th,Republican,All Others,1
Wellfleet,,,Governor's Council,1st,Democratic,Blank Votes,18
Dudley,,,State House,6th Worcester,Democratic,Blank Votes,27
Clarksburg,,,State House,1st Berkshire,Democratic,Total Votes Cast,23
Wellfleet,,,State Senate,Cape and Islands,Republican,Henri S Rauschenbach,40
Conway,,,U.S. Senate,,Republican,Blank Votes,1
Shirley,,,U.S. Senate,,Democratic,Total Votes Cast,194
Burlington,,,U.S. Senate,,Republican,Blank Votes,44
Williamstown,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",Democratic,"Andrea F. Nuciforo, Jr.",63
Needham,,,U.S. Senate,,Libertarian,Blank Votes,0
Gloucester,,,State House,5th Essex,Democratic,Anthony J. Verga,457
Needham,,,U.S. House,9th,Republican,Blank Votes,69
Wellesley,,,Governor's Council,2nd,Democratic,Total Votes Cast,228
Middleborough,,,U.S. House,4th,Democratic,Total Votes Cast,432
Norwell,,,U.S. Senate,,Libertarian,All Others,1
Brockton,,,U.S. Senate,,Democratic,Total Votes Cast,3669
Tewksbury,,,State House,20th Middlesex,Democratic,Salvatore P. Marino,277
Walpole,,,Governor's Council,2nd,Democratic,All Others,0
TOTALS,,,State House,13th Worcester,Democratic,Blank Votes,319
Lynn,,,State House,10th Essex,,All Others,2
Buckland,,,U.S. House,1st,Republican,Peter J. Abair,12
Wellesley,,,U.S. Senate,,Libertarian,Total Votes Cast,3
Beverly,,,State House,6th Essex,,All Others,1
Bedford,,,State House,23rd Middlesex,,All Others,0
Quincy,,,U.S. Senate,,Democratic,All Others,92
TOTALS,,,State House,7th Middlesex,Libertarian,Carlton I. Garfield,10
Carlisle,,,U.S. Senate,,Libertarian,Carla A. Howell,7
Norton,,,State Senate,"Norfolk, Bristol and Plymouth",Republican,All Others,3
Peabody,,,U.S. Senate,,Libertarian,All Others,0
Wakefield,,,U.S. Senate,,Republican,Total Votes Cast,242
New Bedford,,,U.S. House,4th,Libertarian,Total Votes Cast,10
New Braintree,,,U.S. Senate,,Republican,Total Votes Cast,41
W. Tisbury,,,U.S. House,10th,Republican,Total Votes Cast,26
Nahant,,,State House,11th Essex,Democratic,All Others,0
Easthampton,,,U.S. Senate,,Libertarian,Carla A. Howell,5
TOTALS,,,State House,7th Bristol,Democratic,Robert Correia,2608
Acton,,,State Senate,Middlesex and Worcester,,All Others,7
Stoneham,,,State House,34th Middlesex,Democratic,Total Votes Cast,495
Newburyport,,,U.S. Senate,,Libertarian,Total Votes Cast,5
Millis,,,U.S. Senate,,Libertarian,All Others,0
Tewksbury,,,State House,20th Middlesex,Democratic,James R. Miceli,1557
Salem,,,State Senate,2nd Essex,Democratic,All Others,9
Belmont,,,State House,9th Middlesex,Republican,Blank Votes,8
Leyden,,,U.S. Senate,,Democratic,Edward M. Kennedy,6
Hanson,,,State Senate,Plymouth and Barnstable,Democratic,Therese Murray,252
Clinton,,,State House,12th Worcester,Republican,Patrick D. Cullen,105
Raynham,,,U.S. Senate,,Democratic,All Others,3
Sturbridge,,,U.S. House,2nd,Democratic,Richard E. Neal,431
Monson,,,Governor's Council,7th,Democratic,All Others,0
Marshfield,,,U.S. Senate,,Republican,"Jack E. Robinson, III",252
Rutland,,,State House,1st Worcester,Democratic,Total Votes Cast,356
Randolph,,,U.S. Senate,,Libertarian,Blank Votes,0
Leicester,,,U.S. Senate,,Republican,All Others,3
Mashpee,,,U.S. Senate,,Democratic,All Others,2
Medfield,,,State Senate,"Norfolk, Bristol and Plymouth",Democratic,All Others,1
Tolland,,,U.S. Senate,,Republican,All Others,0
Wendell,,,Governor's Council,8th,Republican,All Others,0
Goshen,,,U.S. House,1st,Democratic,Blank Votes,4
Randolph,,,State House,6th Norfolk,Democratic,All Others,0
Monroe,,,U.S. Senate,,Republican,Blank Votes,0
Revere,,,State House,16th Suffolk,Democratic,Total Votes Cast,1118
Mashpee,,,U.S. Senate,,Republican,"Jack E. Robinson, III",206
Avon,,,State Senate,Suffolk and Norfolk,Democratic,Blank Votes,36
